,Year,Month,Date,PMID,Journal,Author,Title
314,2021,5,11,34078955,Sci Rep,Miguel López-Pérez,Learning from crowds in digital pathology using scalable variational Gaussian processes.
315,2021,5,19,34059014,BMC Infect Dis,Kadija M Tahlil,A designathon to co-create community-driven HIV self-testing services for Nigerian youth: findings from a participatory event.
316,NA,NA,NA,34057898,IEEE Trans Neural Netw Learn Syst,Liangxiao Jiang,Learning From Crowds With Multiple Noisy Label Distribution Propagation.
317,2021,4,28,34054324,Biodivers Data J,Marguerite Chartois,"A crowdsourcing approach to track the expansion of the brown marmorated stinkbug Halyomorpha halys (Stål, 1855) in France."
318,NA,NA,NA,34042857,Stud Health Technol Inform,Cyril R Zgraggen,Crowdsourcing for Creating a Dataset for Training a Medication Chatbot.
319,NA,NA,NA,34042771,Stud Health Technol Inform,Kirill Borziak,Introducing a Platform for Integrating and Sharing Stem Cell Research Data.
320,2021,4,26,34036050,Internet Interv,Rui Ling,Crowdsourcing to design a marketing package to promote a WHO digital mental health intervention among Chinese young adults.
321,2021,5,2,34032798,PLoS One,Abdullah Sarhan,Utilizing a responsive web portal for studying disc tracing agreement in retinal images.
322,NA,NA,NA,34032146,Neuroscientist,Brian P Johnson,Crowdsourcing in Cognitive and Systems Neuroscience.
323,2021,4,13,34024472,Surgery,Liam T Synan,Crowd-sourced hospital ratings are correlated with patient satisfaction but not surgical safety.
324,2021,1,27,34023244,Z Evid Fortbild Qual Gesundhwes,Finn Schünemann,[Guidelines 2.0: systematic development of a comprehensive checklist for a successful guideline enterprise].
325,NA,NA,NA,34010118,Subst Abus,Michael Fendrich,"Associations of alcohol, marijuana, and polysubstance use with non-adherence to COVID-19 public health guidelines in a US sample."
326,2021,4,13,34009130,JMIR Mhealth Uhealth,Laura Elizabeth Pathak,Developing Messaging Content for a Physical Activity Smartphone App Tailored to Low-Income Patients: User-Centered Design and Crowdsourcing Approach.
327,2021,5,5,34000356,Int J Cardiol,Deepak L Bhatt,Results of an international crowdsourcing survey on the treatment of non-ST segment elevation ACS patients at high-bleeding risk undergoing percutaneous intervention.
328,2021,4,30,33999002,J Med Internet Res,Kimberly D Acquaviva,Establishing and Facilitating Large-Scale Manuscript Collaborations via Social Media: Novel Method and Tools for Replication.
329,2021,3,31,33996927,Front Robot AI,Gal Gorjup,Leveraging Human Perception in Robot Grasping and Manipulation Through Crowdsourcing and Gamification.
330,NA,NA,NA,33993798,Sex Abuse,Caoilte Ó Ciardha,The Prevalence of Sexual Interest in Children and Sexually Harmful Behavior Self-Reported by Men Recruited Through an Online Crowdsourcing Platform.
331,2021,5,7,33991885,Int J Med Inform,Hamed M Zolbanin,Miscommunication in the age of communication: A crowdsourcing framework for symptom surveillance at the time of pandemics.
332,NA,NA,NA,33989058,J Womens Health (Larchmt),Gregory Stone,Crowdsourcing the Public's Perception and Systematic Review of Nipple Inversion and Its Repair.
333,NA,NA,NA,33988706,JAMA Netw Open,Suzanne Day,Assessment of a Crowdsourcing Open Call for Approaches to University Community Engagement and Strategic Planning During COVID-19.
334,2021,4,6,33983124,J Med Internet Res,John P Lalor,Evaluating the Effectiveness of NoteAid in a Community Hospital Setting: Randomized Trial of Electronic Health Record Note Comprehension Interventions With Patients.
335,2021,4,21,33975550,BMC Med Res Methodol,Jan W van der Scheer,"How to specify healthcare process improvements collaboratively using rapid, remote consensus-building: a framework and a case study of its application."
336,NA,NA,NA,33973636,J Med Entomol,Heather L Kopsco,Crowdsourced Tick Image-Informed Updates to U.S. County Records of Three Medically Important Tick Species.
337,2021,4,17,33971539,Appl Ergon,P Bazilinskyy,"How should external human-machine interfaces behave? Examining the effects of colour, position, message, activation distance, vehicle yielding, and visual distraction among 1,434 participants."
338,2021,4,29,33971348,Drug Discov Today,Gergely Tóth,The promise of crowdfunding to finance R&D of novel diagnostics and therapeutics for incurable diseases.
339,2021,4,7,33957377,Comput Methods Programs Biomed,S P Morozov,A simplified cluster model and a tool adapted for collaborative labeling of lung cancer CT scans.
340,2021,4,15,33957098,Ann Thorac Surg,John I Monu,Psychological Traits and the Persuasiveness of Lung Cancer Screening Health Messages.
341,NA,NA,NA,33950791,Ergonomics,Anirudh Sripada,Automated vehicles that communicate implicitly: examining the use of lateral position within the lane.
342,2021,4,11,33944787,J Med Internet Res,Xing Zhang,Influences of Medical Crowdfunding Website Design Features on Trust and Intention to Donate: Controlled Laboratory Experiment.
343,NA,NA,NA,33936499,AMIA Annu Symp Proc,Anne M Turner,Recruiting older adult participants through crowdsourcing platforms: Mechanical Turk versus Prolific Academic.
344,2021,3,12,33936124,Front Plant Sci,Anna C Hampf,"Biotic Yield Losses in the Southern Amazon, Brazil: Making Use of Smartphone-Assisted Plant Disease Diagnosis Data."
345,2021,3,17,33935940,Front Neurol,Grant L Iverson,Examining the Research Criteria for Traumatic Encephalopathy Syndrome in Middle-Aged Men From the General Population Who Played Contact Sports in High School.
346,2021,4,8,33930721,Environ Int,Yanzhe Yin,DTEx: A dynamic urban thermal exposure index based on human mobility patterns.
347,2021,3,25,33930066,PLoS One,Benjamin Cull,Potential for online crowdsourced biological recording data to complement surveillance for arthropod vectors.
348,2021,4,7,33926562,J Eat Disord,Lei Zhang,Psychological distress and associated factors of the primary caregivers of offspring with eating disorder during the coronavirus disease 2019 pandemic.
349,2021,4,23,33925947,Sensors (Basel),Jie Xu,Privacy-Preserving Task-Matching and Multiple-Submissions Detection in Crowdsourcing.
350,2021,4,7,33922627,Sensors (Basel),Juan Salazar-Carrillo,Traffic Congestion Analysis Based on a Web-GIS and Data Mining of Traffic Events from Twitter.
351,2021,4,16,33922298,Sensors (Basel),Dacian I Jurj,Custom Outlier Detection for Electrical Energy Consumption Data Applied in Case of Demand Response in Block of Buildings.
352,2021,4,16,33921567,Sensors (Basel),Simon Tomažič,An Automated Indoor Localization System for Online Bluetooth Signal Strength Modeling Using Visual-Inertial SLAM.
353,2021,3,30,33918443,Sensors (Basel),Pan Zhang,Real-Time HD Map Change Detection for Crowdsourcing Update Based on Mid-to-High-End Sensors.
354,2021,3,26,33918353,Sensors (Basel),Guoying Qiu,Mobility-Aware Privacy-Preserving Mobile Crowdsourcing.
355,2021,3,29,33916964,Sensors (Basel),Jiyuan Zhou,TruthTrust: Truth Inference-Based Trust Management Mechanism on a Crowdsourcing Platform.
356,NA,NA,NA,33906915,mSystems,Clarisse Marotz,"Evaluation of the Effect of Storage Methods on Fecal, Saliva, and Skin Microbiome Composition."
357,2021,3,22,33906604,BMC Med Res Methodol,Anna H Noel-Storr,Crowdsourcing citation-screening in a mixed-studies systematic review: a feasibility study.
358,NA,NA,NA,33905618,Curr Protoc,Michelle C Krzyzanowski,The PhenX Toolkit: Establishing Standard Measures for COVID-19 Research.
359,2021,4,7,33905451,PLoS One,Viju Raghupathi,Understanding the nature and dimensions of litigation crowdfunding: A visual analytics approach.
360,2021,1,22,33904828,JMIR Public Health Surveill,Jennifer Payaal Jain,The Psychosocial Predictors and Day-Level Correlates of Substance Use Among Participants Recruited via an Online Crowdsourcing Platform in the United States: Daily Diary Study.
361,NA,NA,NA,33900809,Am J Psychiatry,Doron Amsalem,Sustained Effect of a Brief Video in Reducing Public Stigma Toward Individuals With Psychosis: A Randomized Controlled Trial of Young Adults.
362,2021,3,4,33898375,Front Public Health,Mai Aldhahri,"Awareness of COVID-19 Before and After Quarantine Based on Crowdsourced Data From Rabigh City, Saudi Arabia: A Cross-Sectional and Comparative Study."
363,NA,NA,NA,33897945,J Grad Med Educ,Megan A Koster,Crowdsourcing in a Pandemic: Pearls and Pitfalls From the Trainee Experience.
364,2021,3,19,33897443,Front Physiol,John E Ramos,Crowdsourced Identification of Potential Target Genes for CTV Induced Gene Silencing for Controlling the Citrus Greening Vector Diaphorina citri.
365,2021,3,20,33886587,PLoS One,Veronika Cheplygina,Crowdsourcing airway annotations in chest computed tomography images.
366,NA,NA,NA,33878861,Environ Sci Technol,Benjamin Krebs,Using Crowd-Sourced Data to Assess the Temporal and Spatial Relationship between Indoor and Outdoor Particulate Matter.
367,2021,4,13,33878013,JMIR Form Res,Helen Xun,Characterization and Comparison of the Utilization of Facebook Groups Between Public Medical Professionals and Technical Communities to Facilitate Idea Sharing and Crowdsourcing During the COVID-19 Pandemic: Cross-sectional Observational Study.
368,2021,4,13,33878012,JMIR Form Res,Temiloluwa Prioleau,Learning From the Experiences of COVID-19 Survivors: Web-Based Survey Study.
369,NA,NA,NA,33877979,IEEE Trans Vis Comput Graph,Xingyu Lan,Smile or Scowl? Looking at Infographic Design Through the Affective Lens.
370,2021,4,7,33864893,J Hosp Infect,S Bumpstead,"The sourcing and use of high physical resemblance personal protective equipment to train healthcare workers, improve confidence and conserve medical-grade equipment."
371,2021,3,12,33855274,JAMIA Open,Xing He,When text simplification is not enough: could a graph-based visualization facilitate consumers' comprehension of dietary supplement information?
372,2021,3,21,33848812,Accid Anal Prev,Xiao Li,Toward a crowdsourcing solution to identify high-risk highway segments through mining driving jerks.
373,2021,1,22,33846277,Sex Transm Infect,Eneyi E Kpokiri,Development of an international sexual and reproductive health survey instrument: results from a pilot WHO/HRP consultative Delphi process.
374,2021,4,6,33846214,Cancer Prev Res (Phila),Shannon N Ogden,Effects of Message Framing on Cervical Cancer Screening Knowledge and Intentions Related to Primary HPV Testing.
375,2021,3,20,33840630,J Surg Educ,Junsang Cho,"Regarding ""Crowdsourced Assessment of Surgical Skill Proficiency in Cataract Surgery""."
376,NA,NA,NA,33835876,LGBT Health,Tri Pham,"Transition from Pediatric to Adult Care for Transgender Youth: A Qualitative Study of Patient, Parent, and Provider Perspectives."
377,2021,3,16,33833858,J Healthc Eng,Binjie Cheng,Research on Medical Knowledge Graph for Stroke.
378,2021,3,10,33833424,Nat Hum Behav,Matthew D Rocklage,Mass-scale emotionality reveals human behaviour and marketplace success.
379,2021,3,29,33831818,J Psychiatr Res,Norman B Schmidt,"Actual versus perceived infection rates of COVID-19: Impact on distress, behavior and disability."
380,2021,3,22,33828118,Sci Rep,Peter Washington,Crowdsourced privacy-preserved feature tagging of short home videos for machine learning ASD detection.
381,2021,2,27,33825128,Behav Res Methods,Roger Ratcliff,"Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?"
382,2021,4,3,33822735,J Med Internet Res,Zhicheng Wang,The Uncounted Casualties of a Hidden COVID-19 Epidemic in China: Cross-sectional Study on Deaths Related to Overwork.
383,2021,3,16,33821507,J Child Psychol Psychiatry,Doron Amsalem,Reducing depression-related stigma and increasing treatment seeking among adolescents: randomized controlled trial of a brief video intervention.
384,2021,3,10,33820560,Syst Rev,Nassr Nama,Successful incorporation of single reviewer assessments during systematic review screening: development and validation of sensitivity and work-saved of an algorithm that considers exclusion criteria and count.
385,2020,8,17,33816947,PeerJ Comput Sci,James P Bagrow,Democratizing AI: non-expert design of prediction tasks.
386,2021,2,10,33815230,Front Psychol,Gloria Bernabe-Valero,"Individual Differences Facing the COVID-19 Pandemic: The Role of Age, Gender, Personality, and Positive Psychology."
387,2021,2,22,33814179,J Natl Med Assoc,Richard N Puzzitiello,Public perceptions and disparities in access to telehealth orthopaedic services in the COVID-19 era.
388,2021,2,7,33796922,World J Surg,Julia M Danford,How Much is Enough? Public Perception of Minimum Surgeon Volumes.
389,2020,10,31,33791667,Aesthet Surg J Open Forum,Cory K Mayfield,Validating Grading of Aesthetic Outcomes of Web Space Reconstruction for Finger Syndactyly: Crowdsourcing Public Perceptions Using Amazon Mechanical Turk.
390,NA,NA,NA,33791099,J Glob Health,James Powell,Assessing socio-economic profile of U-Reporters: Towards establishing a pool for equity analysis of future crowdsourced surveys.
391,NA,NA,NA,33787448,Cogn Behav Ther,Kendra L Pizzonia,Insomnia during the COVID-19 pandemic: the role of depression and COVID-19-related risk factors.
392,2021,2,4,33786010,Multimed Tools Appl,Nicola Orio,Locate your soundscape: interacting with the acoustic environment.
393,NA,NA,NA,33784616,IEEE Trans Med Imaging,Gabriele Valvano,Learning to Segment From Scribbles Using Multi-Scale Adversarial Attention Gates.
394,2020,12,30,33782900,Behav Res Methods,Abdullah Almaatouq,Empirica: a virtual lab for high-throughput macro-level experiments.
395,2021,3,15,33782722,Psychopharmacology (Berl),E E Levitt,Consistent evidence of indirect effects of impulsive delay discounting and negative urgency between childhood adversity and adult substance use in two samples.
396,NA,NA,NA,33771919,Proc Natl Acad Sci U S A,Thomas A Langlois,Serial reproduction reveals the geometry of visuospatial representations.
397,2021,1,19,33768584,J Sch Health,Dong Liu,Different School Reopening Plans on Coronavirus Disease 2019 Case Growth Rates in the School Setting in the United States.
398,2021,3,4,33766542,J Surg Educ,John D Mellinger,Commentary on 'Crowd-sourced Assessment of Surgical Skill Proficiency in Cataract Surgery'.
399,NA,NA,NA,33762243,BMJ Open,Emily Allin,Conservative and surgical modalities in the management of paediatric parapneumonic effusion and empyema: a protocol for a living systematic review and network meta-analysis.
400,2021,2,17,33760765,Clin Orthop Relat Res,Mahsa Mohammadian Amiri,People Prefer to Continue with Painful Activities Even if They Lead to Earlier Surgery.
401,NA,NA,NA,33757171,Math Biosci Eng,Xin Shu,How to construct low-altitude aerial image datasets for deep learning.
402,2021,3,8,33755712,PLoS One,Ans Vercammen,Pre-screening workers to overcome bias amplification in online labour markets.
403,2021,1,20,33754325,Ambio,Takahiro Kubo,What determines the success and failure of environmental crowdfunding?
404,2021,2,10,33751273,Anim Cogn,Holly Root-Gutteridge,Using a new video rating tool to crowd-source analysis of behavioural reaction to stimuli.
405,2021,2,23,33745882,EBioMedicine,Subhrajit Roy,Evaluation of artificial intelligence systems for assisting neurologists with fast and accurate annotations of scalp electroencephalography data.
406,2021,2,8,33742069,NPJ Digit Med,Solveig K Sieberts,Crowdsourcing digital health measures to predict Parkinson's disease severity: the Parkinson's Disease Digital Biomarker DREAM Challenge.
407,2021,2,8,33741241,J Arthroplasty,Nicholas R Pagani,Online Crowdsourcing to Explore Public Perceptions of Robotic-Assisted Orthopedic Surgery.
408,2021,2,5,33740412,Lancet Psychiatry,Georgia Salanti,An efficient way to assess the effect of COVID-19 on mental health in the general population.
409,2021,2,17,33736957,Trends Cogn Sci,Gordon Pennycook,The Psychology of Fake News.
410,2021,1,13,33733231,Front Artif Intell,James Roddy,An Exploration of Stress: Leveraging Online Data from Crowdsourcing Platforms.
411,2020,9,2,33733199,Front Artif Intell,Christoph Purschke,Attitudes Toward Multilingualism in Luxembourg. A Comparative Analysis of Online News Comments and Crowdsourced Questionnaire Data.
412,2021,2,26,33715944,Patient Educ Couns,Kathleen M Mazor,Using crowdsourced analog patients to provide feedback on physician communication skills.
413,NA,NA,NA,33714990,Aesthet Surg J,Mark P Solomon,Commentary on: Defining Aesthetic Preferences for the Penis: A Photogrammetric and Crowdsourcing Analysis.
414,2021,2,3,33713921,Eat Behav,P Evelyna Kambanis,"Eating disorder prevalence among Amazon MTurk workers assessed using a rigorous online, self-report anthropometric assessment."
415,NA,NA,NA,33704965,J Craniofac Surg,Meghan McCullough,The Use of Crowdsourcing Technology to Evaluate Preoperative Severity in Patients With Unilateral Cleft Lip in a Multiethnic Population.
416,NA,NA,NA,33694142,Appl Clin Inform,Colin G White-Dzuro,Extracting Medical Information from Paper COVID-19 Assessment Forms.
417,2021,2,8,33690668,PLoS One,Douglas Guilbeault,Probabilistic social learning improves the public's judgments of news veracity.
418,NA,NA,NA,33675595,Sex Transm Dis,Takhona Hlatshwako,Increasing Men's Engagement in HIV Testing and Treatment Programs Through Crowdsourcing: A Mixed-Methods Analysis in Eswatini.
419,NA,NA,NA,33647214,J Speech Lang Hear Res,Katharina Lehner,The Impact of Lexical and Articulatory Factors in the Automatic Selection of Test Materials for a Web-Based Assessment of Intelligibility in Dysarthria.
420,2021,1,13,33643168,Front Psychol,Nabil Hasan Al-Kumaim,"Sustaining Continuous Engagement in Value Co-creation Among Individuals in Universities Using Online Platforms: Role of Knowledge Self-Efficacy, Commitment and Perceived Benefits."
421,2021,2,13,33640679,Drug Alcohol Depend,Sandeep M Nayak,Familial perceptions of appropriate treatment types and goals for a family member who has opioid use disorder.
422,2021,2,13,33640326,J Surg Educ,Grace L Paley,Crowdsourced Assessment of Surgical Skill Proficiency in Cataract Surgery.
423,2021,2,17,33640317,Drug Discov Today,Safouane M Benazzouz,Current trends in and future potential of crowdfunding to finance R&D of treatments for neglected tropical diseases.
424,NA,NA,NA,33637218,Prog Brain Res,Deborah A Hall,Web-based discussion forums reveal the person-centered relevance and importance of tinnitus.
425,2020,6,24,33632381,Sex Health,Megan L Srinivas,Social innovation in sexual health: a scoping review towards ending the HIV epidemic.
426,2020,7,15,33622846,J Am Board Fam Med,Divakara Gouda,An Overview of Health Care Worker Reported Deaths During the COVID-19 Pandemic.
427,NA,NA,NA,33620921,Plast Reconstr Surg,Sumeet S Teotia,Crowdsourced Assessment of Aesthetic Outcomes after Breast Reconstruction.
428,NA,NA,NA,33617281,Exp Clin Psychopharmacol,Justin C Strickland,(Non-) impact of task experience on behavioral economic decision-making.
429,2020,12,11,33614073,R Soc Open Sci,A M Durso,Crowdsourcing snake identification with online communities of professional herpetologists and avocational snake enthusiasts.
430,2020,12,23,33613331,Front Psychiatry,Philip Lindner,Studying Gambling Behaviors and Responsible Gambling Tools in a Simulated Online Casino Integrated With Amazon Mechanical Turk: Development and Initial Validation of Survey Data and Platform Mechanics of the Frescati Online Research Casino.
431,2021,2,8,33612922,Phys Rep,Nicola Perra,Non-pharmaceutical interventions during the COVID-19 pandemic: A review.
432,2020,12,25,33601685,J Affect Disord,Cindy Ogolla Jean-Baptiste,"Assessing the validity, reliability and efficacy of the Cross-Cultural Stress Scale (CCSS) for psychosomatic studies."
433,NA,NA,NA,33600250,Am J Public Health,Jeremy Snyder,Crowdfunding Campaigns and COVID-19 Misinformation.
434,NA,NA,NA,33593964,mBio,Amanda Hurley,Tiny Earth: A Big Idea for STEM Education and Antibiotic Discovery.
435,NA,NA,NA,33570974,Psychol Addict Behav,Douglas J Angus,Study framing influences crowdsourced rates of problem gambling and alcohol use disorder.
436,2021,1,8,33569913,J Int AIDS Soc,Sarah E Asuquo,Youth engagement in HIV prevention intervention research in sub-Saharan Africa: a scoping review.
437,NA,NA,NA,33569587,Aesthet Surg J,Jonathan P Massie,Defining Aesthetic Preferences for the Penis: A Photogrammetric and Crowdsourcing Analysis.
438,2020,11,6,33562430,Sensors (Basel),Diego Madariaga,Improving Signal-Strength Aggregation for Mobile Crowdsourcing Scenarios.
439,NA,NA,NA,33560698,J Addict Med,Andrew S Huhn,Treatment Disruption and Childcare Responsibility as Risk Factors for Drug and Alcohol Use in Persons in Treatment for Substance Use Disorders During the COVID-19 Crisis.
440,2021,1,28,33559142,J Surg Oncol,Pallvi Kaul,Crowdsourcing and global collaboration during COVID-19 pandemic: A silver lining.
441,2020,12,16,33551902,Front Psychol,Ann-Marie Ingrid Nienaber,Sharing Data - Not With Us! Distrust as Decisive Obstacle for Public Authorities to Benefit From Sharing Economy.
442,2021,1,28,33551197,Gynecol Oncol,Katharine M Esselen,Crowdsourcing to measure financial toxicity in gynecologic oncology.
443,2021,1,13,33547010,Trends Parasitol,Robert Poulin,iParasitology: Mining the Internet to Test Parasitological Hypotheses.
444,2020,12,18,33537351,Front Vet Sci,Eric M Clark,Emulating Agricultural Disease Management: Comparing Risk Preferences Between Industry Professionals and Online Participants Using Experimental Gaming Simulations and Paired Lottery Choice Surveys.
445,2021,1,29,33523826,J Med Internet Res,Sameh Nagui Saleh,Early Crowdfunding Response to the COVID-19 Pandemic: Cross-sectional Study.
446,NA,NA,NA,33522837,Can J Psychiatry,Renée El-Gabalawy,"""We Are at Risk Too"": The Disparate Mental Health Impacts of the Pandemic on Younger Generations: Nous Sommes Aussi à Risque: Les Effets Disparates de la Pandémie Sur la Santé Mentale des Générations Plus Jeunes."
447,2020,11,16,33519448,Front Pharmacol,Andy Wai Kan Yeung,Open Innovation in Medical and Pharmaceutical Research: A Literature Landscape Analysis.
448,2020,12,14,33511687,HIV Med,Ross D Booton,Modelling the impact of an HIV testing intervention on HIV transmission among men who have sex with men in China.
449,NA,NA,NA,33511289,Med One,Lewis J Frey,Artificial Intelligence Pipeline to Bridge the Gap between Bench Researchers and Clinical Researchers in Precision Medicine.
450,2020,12,22,33508559,Early Hum Dev,Shawnee Alvarez Gutierrez,"Associations between maternal technology use, perceptions of infant temperament, and indicators of mother-to-infant attachment quality."
451,NA,NA,NA,33506246,Aesthet Surg J,Ava G Chappell,Influence of Self-Perceived Vulvar Appearance on Female Sexual Function.
452,2021,1,21,33503001,JMIR Public Health Surveill,Theresa Bernardo,Collaborating in the Time of COVID-19: The Scope and Scale of Innovative Responses to a Global Pandemic.
453,2021,1,16,33497512,Dev Sci,Margaret Cychosz,Vocal development in a large-scale crosslinguistic corpus.
454,NA,NA,NA,33495346,Proc Natl Acad Sci U S A,Paul A Johnson,Laboratory earthquake forecasting: A machine learning competition.
455,2021,1,13,33476769,J Clin Epidemiol,Anna Noel-Storr,An evaluation of Cochrane Crowd found that crowdsourcing produced accurate results in identifying randomized trials.
456,NA,NA,NA,33475488,Healthc Q,Emma Jowett,Crowdsourcing Health Policy with the Provider Community during a Crisis.
457,2020,12,30,33471835,PLoS One,Elena M Auer,"Pay for performance, satisfaction and retention in longitudinal crowdsourced research."
458,2020,12,18,33465607,Drug Alcohol Depend,Samuel F Acuff,Behavioral economics and the aggregate versus proximal impact of sociality on heavy drinking.
459,2020,11,17,33461032,Seizure,Barbara M Decker,Can antiepileptic efficacy and epilepsy variables be studied from electronic health records? A review of current approaches.
460,2020,12,18,33449931,PLoS One,Nicolas Jacquemet,Do truth-telling oaths improve honesty in crowd-working?
461,NA,NA,NA,33448875,J Clin Child Adolesc Psychol,Amanda Jensen-Doss,Using Mechanical Turk to Study Parents and Children: An Examination of Data Quality and Representativeness.
462,NA,NA,NA,33438650,Biomed Phys Eng Express,Hamza Abujrida,"Machine learning-based motor assessment of Parkinson's disease using postural sway, gait and lifestyle features on crowdsourced smartphone data."
463,2020,12,4,33429294,Drug Alcohol Depend,Cecilia L Bergeria,A preliminary examination of the multiple dimensions of opioid craving.
464,2020,12,26,33429139,Comput Biol Med,Saber Mirzaee Bafti,A crowdsourcing semi-automatic image segmentation platform for cell biology.
465,NA,NA,NA,33427882,JAMA Netw Open,Suveen Angraal,Evaluation of Internet-Based Crowdsourced Fundraising to Cover Health Care Costs in the United States.
466,NA,NA,NA,33427063,Proc Inst Mech Eng H,Tom Partridge,Smartphone monitoring of in-ambulance vibration and noise.
467,NA,NA,NA,33424103,J Great Lakes Res,Molly J Wick,Deep Lake Explorer: A web application for crowdsourcing the classification of benthic underwater video from the Laurentian Great Lakes.
468,2020,12,20,33416858,Bioinformatics,Rachel Torchet,The iPPI-DB initiative: A Community-centered database of Protein-Protein Interaction modulators.
469,2020,12,12,33411827,PLoS One,David Anaki,Predicting health behavior in response to the coronavirus disease (COVID-19): Worldwide survey results from early March 2020.
470,2020,10,23,33411099,Jpn J Ophthalmol,Atsuko Eguchi,Heterogeneity of eye drop use among symptomatic dry eye individuals in Japan: large-scale crowdsourced research using DryEyeRhythm application.
471,2020,11,21,33409845,Ir J Med Sci,Shahid Iqbal,Crowdfunding for anticancer therapies: an analysis of non-US GoFundMe pages.
472,2020,11,19,33408677,Front Psychol,Gloria Bernabe-Valero,"Gratitude Questionnaire-20 Items (G20): A Cross-Cultural, Psychometric and Crowdsourcing Analysis."
473,2020,12,23,35782186,IEEE Internet Things J,Pengfei Wang,Contact Tracing Incentive for COVID-19 and Other Pandemic Diseases From a Crowdsourcing Perspective.
474,2020,12,23,33379185,Sensors (Basel),Samuli Laato,Learning History with Location-Based Applications: An Architecture for Points of Interest in Multiple Layers.
475,NA,NA,NA,33373295,IEEE Trans Pattern Anal Mach Intell,Qianqian Xu,Not All Samples are Trustworthy: Towards Deep Robust SVP Prediction.
476,2020,11,23,33354751,Drug Saf,Alex Gartland,Developing Crowdsourced Training Data Sets for Pharmacovigilance Intelligent Automation.
477,2020,12,7,33351776,J Med Internet Res,Aart van Stekelenburg,Investigating and Improving the Accuracy of US Citizens' Beliefs About the COVID-19 Pandemic: Longitudinal Survey Study.
478,NA,NA,NA,33351763,IEEE/ACM Trans Comput Biol Bioinform,Sergi Maicas,Spatial Distribution of Antibiotic-Producing Bacteria in Urban Areas. A Case Study in València (Spain).
479,2020,11,5,33343459,Front Psychol,Kexin Wang,Who Is Willing to Engage in Social Gatherings During the Coronavirus Disease 2019 Lockdown? A Curvilinear Relationship Between Age and Heuristic Processing.
480,2020,11,23,33333363,Comput Biol Med,Marcelo Schreiber Fernandes,Detecting Aedes aegypti mosquitoes through audio classification with convolutional neural networks.
481,2020,12,4,33332455,PLoS One,Abigail Hotaling,Efficient crowdsourcing of crowd-generated microtasks.
482,2020,10,27,33324288,Front Psychol,Daniel Fellman,Beginning of the Pandemic: COVID-19-Elicited Anxiety as a Predictor of Working Memory Performance.
483,2020,12,9,33322465,Sensors (Basel),Amin Muhammad Sadiq,Human Sentiment and Activity Recognition in Disaster Situations Using Social Media Images Based on Deep Learning.
484,2020,10,29,33312168,Front Microbiol,Sergi Maicas,Implementation of Antibiotic Discovery by Student Crowdsourcing in the Valencian Community Through a Service Learning Strategy.
485,NA,NA,NA,33311858,Food Qual Prefer,Anjelica M Miranda,Factors affecting detection of bimodal sour-savory mixture and inter-individual umami taste perception.
486,2020,12,8,33302253,J Med Internet Res,Senan Ebrahim,Reduction of COVID-19 Incidence and Nonpharmacologic Interventions: Analysis Using a US County-Level Policy Data Set.
487,NA,NA,NA,33270122,JAMA Netw Open,Elisabeth R Silver,Association of Neighborhood Deprivation Index With Success in Cancer Care Crowdfunding.
488,NA,NA,NA,33263424,Multivariate Behav Res,Ye Feng,Using Selected Peers to Improve the Accuracy of Crowd Sourced Forecasts.
489,2020,11,12,33258966,Database (Oxford),Diana Sousa,A hybrid approach toward biomedical relation extraction training corpora: combining distant supervision with crowdsourcing.
490,NA,NA,NA,33252912,Am Fam Physician,Roland Grad,Top POEMs of 2019 Consistent with the Principles of the Choosing Wisely Campaign.
491,2020,11,3,33249364,Ticks Tick Borne Dis,Fathiah Zakham,Molecular detection and phylogenetic analysis of Borrelia miyamotoi strains from ticks collected in the capital region of Finland.
492,2020,10,23,33245914,Am J Pathol,Jerome Y Cheng,"Challenges in the Development, Deployment, and Regulation of Artificial Intelligence in Anatomic Pathology."
493,NA,NA,NA,33245018,Q J Exp Psychol (Hove),Otto Waris,"Stimulus novelty, task demands, and strategy use in episodic memory."
494,2020,10,23,33237278,Nucleic Acids Res,Sharon L Freshour,Integration of the Drug-Gene Interaction Database (DGIdb 4.0) with open crowdsource efforts.
495,2020,9,15,33236059,J Pediatr Psychol,Erica Sood,Topical Review: Crowdsourcing as a Novel Approach to Qualitative Research.
496,2020,11,9,33228967,J Psychosom Res,R N Groen,"Exploring temporal relationships among worrying, anxiety, and somatic symptoms."
497,2020,10,20,33216790,PLoS One,Jeremy Snyder,Crowdfunding for complementary and alternative medicine: What are cancer patients seeking?
498,NA,NA,NA,33216627,AJR Am J Roentgenol,Ryan G Short,Potential Pitfalls of Online Crowdsourcing to Assess Patient Comprehension of Radiology Reports.
499,2020,11,1,33203449,Trials,Ci Ren,Digital crowdsourced intervention to promote HIV testing among MSM in China: study protocol for a cluster randomized controlled trial.
500,2020,11,10,33203133,Sensors (Basel),Masaya Iwasaki,State-Transition Modeling of Human-Robot Interaction for Easy Crowdsourced Robot Control.
501,NA,NA,NA,33197368,Telemed J E Health,Yi-Chin Kato-Lin,Telemedicine for Acute Conditions During COVID-19: A Nationwide Survey Using Crowdsourcing.
502,2020,10,19,33188832,Resuscitation,Ailish Valeriano,Crowdsourcing to save lives: A scoping review of bystander alert technologies for out-of-hospital cardiac arrest.
